105	1	1	506337	經費類	506325
105	1	2	506338	經費類	506326
105	1	3	506339	經費類	506327
105	1	4	506340	經費類	506328
105	1	5	506341	經費類	506329
105	1	6	506342	經費類	506330
105	1	7	506343	經費類	506331
105	1	8	506344	經費類	506332
105	1	9	506345	經費類	506333
105	1	10	506346	經費類	506334
105	1	11	506347	經費類	506335
105	1	12	506348	經費類	506336
105	1	13	506349	經費類	506337
105	1	14	506350	經費類	506338
105	1	15	506351	經費類	506339
105	1	16	506352	經費類	506340
105	1	17	506353	經費類	506341
105	1	18	506354	經費類	506342
105	1	19	506355	經費類	506343
105	1	20	506356	經費類	506344
105	1	21	506357	經費類	506345
105	1	22	506358	經費類	506346
105	1	23	506359	經費類	506347
105	1	24	506360	經費類	506348
105	1	25	506361	經費類	506349
105	1	26	506362	經費類	506350
